z	zfir	zmaf
-0.970000	-0.967688	-0.966625
-0.970000	-0.967688	-0.966625
-0.969375	-0.966500	-0.966875
-0.969375	-0.966500	-0.966875
-0.969375	-0.966500	-0.966875
-0.956625	-0.965812	-0.966187
-0.956625	-0.965812	-0.966187
-0.956625	-0.965812	-0.966187
-0.973063	-0.967000	-0.966625
-0.973063	-0.967000	-0.966625
-0.973063	-0.967000	-0.966625
-0.969125	-0.967625	-0.967750
-0.969125	-0.967625	-0.967750
-0.969125	-0.967625	-0.967750
-0.973125	-0.968250	-0.967688
-0.973125	-0.968250	-0.967688
-0.973125	-0.968250	-0.967688
-0.972875	-0.968938	-0.968250
-0.972875	-0.968938	-0.968250
-0.972875	-0.968938	-0.968250
-0.955500	-0.968688	-0.967313
-0.955500	-0.968688	-0.967313
-0.955500	-0.968688	-0.967313
-0.965000	-0.967125	-0.966562
-0.965000	-0.967125	-0.966562
-0.965000	-0.967125	-0.966562
-0.965250	-0.966313	-0.966875
-0.965250	-0.966313	-0.966875
-0.965250	-0.966313	-0.966875
-0.967313	-0.965187	-0.966875
-0.967313	-0.965187	-0.966875
-0.967313	-0.965187	-0.966875
-0.964187	-0.963437	-0.966625
-0.964187	-0.963437	-0.966625
-0.964187	-0.963437	-0.966625
-0.961562	-0.964625	-0.966187
-0.961562	-0.964625	-0.966187
-0.961562	-0.964625	-0.966187
-0.975063	-0.966625	-0.966562
-0.975063	-0.966625	-0.966562
-0.975063	-0.966625	-0.966562
-0.966313	-0.966875	-0.967187
-0.966313	-0.966875	-0.967187
-0.966313	-0.966875	-0.967187
-0.964875	-0.966375	-0.966500
-0.964875	-0.966375	-0.966500
-0.964875	-0.966375	-0.966500
-0.966187	-0.966750	-0.966187
-0.966187	-0.966750	-0.966187
-0.966187	-0.966750	-0.966187
-0.966938	-0.967875	-0.965938
-0.966938	-0.967875	-0.965938
-0.966938	-0.967875	-0.965938
-0.969125	-0.966688	-0.965750
-0.969125	-0.966688	-0.965750
-0.969125	-0.966688	-0.965750
-0.967625	-0.966938	-0.966625
-0.967625	-0.966938	-0.966625
-0.967625	-0.966938	-0.966625
-0.962562	-0.966437	-0.966375
-0.962562	-0.966437	-0.966375
-0.962562	-0.966437	-0.966375
-0.967812	-0.966812	-0.966625
-0.967812	-0.966812	-0.966625
-0.967812	-0.966812	-0.966625
-0.965750	-0.966562	-0.966625
-0.965750	-0.966562	-0.966625
-0.965750	-0.966562	-0.966625
-0.968000	-0.966313	-0.966750
-0.968000	-0.966313	-0.966750
-0.968000	-0.966313	-0.966750
-0.976313	-0.968063	-0.967938
-0.976313	-0.968063	-0.967938
-0.976313	-0.968063	-0.967938
-0.969750	-0.969500	-0.967625
-0.969750	-0.969500	-0.967625
-0.969750	-0.969500	-0.967625
-0.973125	-0.970562	-0.968250
-0.973125	-0.970562	-0.968250
-0.973125	-0.970562	-0.968250
-0.963625	-0.970125	-0.968063
-0.963625	-0.970125	-0.968063
-0.963625	-0.970125	-0.968063
-0.962750	-0.969063	-0.967750
-0.962750	-0.969063	-0.967750
-0.962750	-0.969063	-0.967750
-0.973375	-0.968500	-0.968313
-0.973375	-0.968500	-0.968313
-0.973375	-0.968500	-0.968313
-0.966625	-0.967875	-0.968187
-0.966625	-0.967875	-0.968187
-0.966625	-0.967875	-0.968187
-0.967063	-0.966688	-0.968125
-0.967063	-0.966688	-0.968125
-0.967063	-0.966688	-0.968125
-0.969812	-0.967875	-0.968688
-0.969812	-0.967875	-0.968688
-0.969812	-0.967875	-0.968688
-0.970000	-0.969375	-0.968875
-0.970000	-0.969375	-0.968875
-0.970000	-0.969375	-0.968875
-0.964063	-0.967500	-0.968562
-0.964063	-0.967500	-0.968562
-0.964063	-0.967500	-0.968562
-0.971375	-0.968437	-0.968812
-0.971375	-0.968437	-0.968812
-0.971375	-0.968437	-0.968812
-0.971812	-0.969375	-0.968500
-0.971812	-0.969375	-0.968500
-0.971812	-0.969375	-0.968500
-0.963187	-0.968063	-0.968000
-0.963187	-0.968063	-0.968000
-0.963187	-0.968063	-0.968000
-0.969375	-0.967938	-0.967875
-0.969375	-0.967938	-0.967875
-0.969375	-0.967938	-0.967875
-0.969562	-0.969063	-0.968250
-0.969562	-0.969063	-0.968250
-0.969562	-0.969063	-0.968250
-0.971063	-0.969000	-0.968875
-0.971063	-0.969000	-0.968875
-0.971063	-0.969000	-0.968875
-0.975313	-0.969688	-0.969125
-0.975313	-0.969688	-0.969125
-0.975313	-0.969688	-0.969125
-0.971562	-0.971375	-0.969500
-0.971562	-0.971375	-0.969500
-0.971562	-0.971375	-0.969500
-0.965500	-0.970562	-0.969313
-0.965500	-0.970562	-0.969313
-0.965500	-0.970562	-0.969313
-0.967187	-0.970125	-0.969187
-0.967187	-0.970125	-0.969187
-0.967187	-0.970125	-0.969187
-0.968625	-0.969625	-0.969063
-0.968625	-0.969625	-0.969063
-0.968625	-0.969625	-0.969063
-0.967812	-0.968125	-0.969250
-0.967812	-0.968125	-0.969250
-0.967812	-0.968125	-0.969250
-0.963500	-0.966500	-0.968750
-0.963500	-0.966500	-0.968750
-0.963500	-0.966500	-0.968750
-0.964250	-0.966250	-0.968125
-0.964250	-0.966250	-0.968125
-0.964250	-0.966250	-0.968125
-0.974812	-0.967750	-0.969000
-0.974812	-0.967750	-0.969000
-0.974812	-0.967750	-0.969000
-0.964000	-0.966875	-0.968500
-0.964000	-0.966875	-0.968500
-0.964000	-0.966875	-0.968500
-0.973750	-0.968063	-0.968750
-0.973750	-0.968063	-0.968750
-0.973750	-0.968063	-0.968750
-0.972750	-0.969875	-0.968938
-0.972750	-0.969875	-0.968938
-0.972750	-0.969875	-0.968938
-0.971812	-0.971375	-0.968750
-0.971812	-0.971375	-0.968750
-0.971812	-0.971375	-0.968750
-0.965313	-0.969500	-0.968313
-0.965313	-0.969500	-0.968313
-0.965313	-0.969500	-0.968313
-0.968375	-0.970375	-0.968500
-0.968375	-0.970375	-0.968500
-0.968375	-0.970375	-0.968500
-0.973500	-0.970313	-0.969063
-0.973500	-0.970313	-0.969063
-0.973500	-0.970313	-0.969063
-0.965500	-0.968875	-0.968875
-0.965500	-0.968875	-0.968875
-0.965500	-0.968875	-0.968875
-0.969125	-0.968313	-0.969063
-0.969125	-0.968313	-0.969063
-0.969125	-0.968313	-0.969063
-0.972063	-0.969688	-0.969562
-0.972063	-0.969688	-0.969562
-0.972063	-0.969688	-0.969562
-0.963250	-0.968688	-0.969500
-0.963250	-0.968688	-0.969500
-0.963250	-0.968688	-0.969500
-0.964187	-0.966812	-0.968625
-0.964187	-0.966812	-0.968625
-0.964187	-0.966812	-0.968625
-0.969750	-0.967625	-0.968938
-0.969750	-0.967625	-0.968938
-0.969750	-0.967625	-0.968938
-0.968500	-0.967500	-0.968500
-0.968500	-0.967500	-0.968500
-0.968500	-0.967500	-0.968500
-0.967812	-0.966688	-0.968250
-0.967812	-0.966688	-0.968250
-0.967812	-0.966688	-0.968250
-0.971812	-0.968375	-0.968313
-0.971812	-0.968375	-0.968313
-0.971812	-0.968375	-0.968313
-0.972500	-0.970063	-0.968750
-0.972500	-0.970063	-0.968750
-0.972500	-0.970063	-0.968750
-0.966375	-0.969375	-0.968625
-0.966375	-0.969375	-0.968625
-0.966375	-0.969375	-0.968625
-0.967250	-0.969125	-0.968187
-0.967250	-0.969125	-0.968187
-0.967250	-0.969125	-0.968187
-0.976625	-0.970875	-0.969000
-0.976625	-0.970875	-0.969000
-0.976625	-0.970875	-0.969000
-0.968750	-0.970250	-0.969063
-0.968750	-0.970250	-0.969063
-0.968750	-0.970250	-0.969063
-0.969063	-0.969562	-0.968938
-0.969063	-0.969562	-0.968938
-0.969063	-0.969562	-0.968938
-0.970000	-0.970313	-0.969437
-0.970000	-0.970313	-0.969437
-0.970000	-0.970313	-0.969437
-0.976500	-0.972187	-0.970437
-0.976500	-0.972187	-0.970437
-0.976500	-0.972187	-0.970437
-0.972000	-0.971250	-0.970625
-0.972000	-0.971250	-0.970625
-0.972000	-0.971250	-0.970625
-0.968250	-0.971125	-0.970562
-0.968250	-0.971125	-0.970562
