z	zmaf	zfir
-1.032750	-0.926312	-1.045063
-1.032750	-0.926312	-1.045063
-1.032750	-0.926312	-1.045063
-0.929750	-0.936000	-1.027813
-0.929750	-0.936000	-1.027813
-0.929750	-0.936000	-1.027813
-0.984563	-0.950063	-1.013313
-0.984563	-0.950063	-1.013313
-0.984563	-0.950063	-1.013313
-0.895625	-0.950875	-0.990563
-0.895625	-0.950875	-0.990563
-0.895625	-0.950875	-0.990563
-0.761500	-0.920813	-0.952937
-0.761500	-0.920813	-0.952937
-0.761500	-0.920813	-0.952937
-0.719500	-0.858187	-0.918375
-0.719500	-0.858187	-0.918375
-0.719500	-0.858187	-0.918375
-0.695688	-0.811375	-0.880687
-0.695688	-0.811375	-0.880687
-0.695688	-0.811375	-0.880687
-0.535000	-0.721437	-0.844313
-0.535000	-0.721437	-0.844313
-0.535000	-0.721437	-0.844313
-0.528813	-0.648062	-0.813750
-0.528813	-0.648062	-0.813750
-0.528813	-0.648062	-0.813750
-0.692063	-0.634188	-0.794625
-0.692063	-0.634188	-0.794625
-0.692063	-0.634188	-0.794625
-0.748938	-0.640062	-0.779875
-0.748938	-0.640062	-0.779875
-0.748938	-0.640062	-0.779875
-0.757750	-0.652500	-0.766312
-0.757750	-0.652500	-0.766312
-0.757750	-0.652500	-0.766312
-0.877375	-0.720938	-0.753750
-0.877375	-0.720938	-0.753750
-0.877375	-0.720938	-0.753750
-0.754750	-0.766125	-0.739250
-0.754750	-0.766125	-0.739250
-0.754750	-0.766125	-0.739250
-0.945063	-0.816750	-0.739688
-0.945063	-0.816750	-0.739688
-0.945063	-0.816750	-0.739688
-1.098812	-0.886750	-0.760250
-1.098812	-0.886750	-0.760250
-1.098812	-0.886750	-0.760250
-0.748938	-0.884938	-0.760312
-0.748938	-0.884938	-0.760312
-0.748938	-0.884938	-0.760312
-1.146125	-0.938688	-0.800250
-1.146125	-0.938688	-0.800250
-1.146125	-0.938688	-0.800250
-1.118000	-1.011375	-0.839500
-1.118000	-1.011375	-0.839500
-1.118000	-1.011375	-0.839500
-1.029375	-1.028250	-0.879437
-1.029375	-1.028250	-0.879437
-1.029375	-1.028250	-0.879437
-1.183625	-1.045187	-0.932063
-1.183625	-1.045187	-0.932063
-1.183625	-1.045187	-0.932063
-1.087250	-1.112875	-0.965000
-1.087250	-1.112875	-0.965000
-1.087250	-1.112875	-0.965000
-1.200250	-1.123687	-1.001688
-1.200250	-1.123687	-1.001688
-1.200250	-1.123687	-1.001688
-1.237937	-1.147687	-1.043187
-1.237937	-1.147687	-1.043187
-1.237937	-1.147687	-1.043187
-1.146375	-1.171062	-1.065187
-1.146375	-1.171062	-1.065187
-1.146375	-1.171062	-1.065187
-1.130000	-1.160313	-1.091625
-1.130000	-1.160313	-1.091625
-1.130000	-1.160313	-1.091625
-1.020812	-1.147063	-1.101500
-1.020812	-1.147063	-1.101500
-1.020812	-1.147063	-1.101500
-1.074062	-1.121813	-1.098563
-1.074062	-1.121813	-1.098563
-1.074062	-1.121813	-1.098563
-0.954000	-1.065000	-1.109875
-0.954000	-1.065000	-1.109875
-0.954000	-1.065000	-1.109875
-1.050625	-1.045875	-1.103687
-1.050625	-1.045875	-1.103687
-1.050625	-1.045875	-1.103687
-0.907250	-1.001313	-1.084375
-0.907250	-1.001313	-1.084375
-0.907250	-1.001313	-1.084375
-0.871000	-0.971375	-1.069687
-0.871000	-0.971375	-1.069687
-0.871000	-0.971375	-1.069687
-0.794937	-0.915562	-1.035937
-0.794937	-0.915562	-1.035937
-0.794937	-0.915562	-1.035937
-0.827187	-0.890188	-1.010875
-0.827187	-0.890188	-1.010875
-0.827187	-0.890188	-1.010875
-0.691312	-0.818312	-0.967938
-0.691312	-0.818312	-0.967938
-0.691312	-0.818312	-0.967938
-0.819250	-0.800687	-0.933750
-0.819250	-0.800687	-0.933750
-0.819250	-0.800687	-0.933750
-0.831937	-0.792875	-0.908750
-0.831937	-0.792875	-0.908750
-0.831937	-0.792875	-0.908750
-0.719250	-0.777750	-0.874313
-0.719250	-0.777750	-0.874313
-0.719250	-0.777750	-0.874313
-0.628000	-0.737938	-0.841625
-0.628000	-0.737938	-0.841625
-0.628000	-0.737938	-0.841625
-0.610500	-0.721750	-0.802063
-0.610500	-0.721750	-0.802063
-0.610500	-0.721750	-0.802063
-0.674250	-0.692750	-0.778750
-0.674250	-0.692750	-0.778750
-0.674250	-0.692750	-0.778750
-0.821812	-0.690750	-0.762125
-0.821812	-0.690750	-0.762125
-0.821812	-0.690750	-0.762125
-0.881750	-0.723250	-0.761875
-0.881750	-0.723250	-0.761875
-0.881750	-0.723250	-0.761875
-0.981187	-0.793875	-0.772125
-0.981187	-0.793875	-0.772125
-0.981187	-0.793875	-0.772125
-0.956063	-0.863000	-0.787813
-0.956063	-0.863000	-0.787813
-0.956063	-0.863000	-0.787813
-0.818063	-0.891750	-0.787125
-0.818063	-0.891750	-0.787125
-0.818063	-0.891750	-0.787125
-0.939000	-0.915188	-0.806063
-0.939000	-0.915188	-0.806063
-0.939000	-0.915188	-0.806063
-1.098125	-0.958438	-0.831812
-1.098125	-0.958438	-0.831812
-1.098125	-0.958438	-0.831812
-0.897250	-0.941688	-0.841000
-0.897250	-0.941688	-0.841000
-0.897250	-0.941688	-0.841000
-1.001500	-0.950750	-0.867188
-1.001500	-0.950750	-0.867188
-1.001500	-0.950750	-0.867188
-0.948500	-0.976875	-0.894000
-0.948500	-0.976875	-0.894000
-0.948500	-0.976875	-0.894000
-1.122812	-1.013625	-0.934562
-1.122812	-1.013625	-0.934562
-1.122812	-1.013625	-0.934562
-1.191375	-1.032250	-0.975562
-1.191375	-1.032250	-0.975562
-1.191375	-1.032250	-0.975562
-1.111000	-1.075000	-0.997750
-1.111000	-1.075000	-0.997750
-1.111000	-1.075000	-0.997750
-1.166625	-1.108062	-1.021000
-1.166625	-1.108062	-1.021000
-1.166625	-1.108062	-1.021000
-1.098313	-1.138000	-1.033937
-1.098313	-1.138000	-1.033937
-1.098313	-1.138000	-1.033937
-1.134750	-1.140375	-1.049625
-1.134750	-1.140375	-1.049625
-1.134750	-1.140375	-1.049625
-1.153687	-1.132875	-1.073750
-1.153687	-1.132875	-1.073750
-1.153687	-1.132875	-1.073750
-1.155312	-1.141687	-1.093063
-1.155312	-1.141687	-1.093063
-1.155312	-1.141687	-1.093063
-1.043875	-1.117188	-1.090062
-1.043875	-1.117188	-1.090062
-1.043875	-1.117188	-1.090062
-0.942813	-1.086062	-1.093125
-0.942813	-1.086062	-1.093125
-0.942813	-1.086062	-1.093125
-0.946000	-1.048312	-1.086250
-0.946000	-1.048312	-1.086250
-0.946000	-1.048312	-1.086250
-0.933875	-1.004375	-1.080812
-0.933875	-1.004375	-1.080812
-0.933875	-1.004375	-1.080812
-0.854000	-0.944063	-1.057813
-0.854000	-0.944063	-1.057813
-0.854000	-0.944063	-1.057813
-0.883250	-0.911937	-1.031688
-0.883250	-0.911937	-1.031688
-0.883250	-0.911937	-1.031688
-0.843625	-0.892125	-1.008875
-0.843625	-0.892125	-1.008875
-0.843625	-0.892125	-1.008875
-0.716063	-0.846125	-0.970562
-0.716063	-0.846125	-0.970562
-0.716063	-0.846125	-0.970562
-0.662500	-0.791875	-0.932063
-0.662500	-0.791875	-0.932063
-0.662500	-0.791875	-0.932063
-0.680688	-0.757188	-0.892563
-0.680688	-0.757188	-0.892563
-0.680688	-0.757188	-0.892563
-0.643062	-0.709187	-0.850437
-0.643062	-0.709187	-0.850437
-0.643062	-0.709187	-0.850437
-0.682375	-0.676937	-0.813312
-0.682375	-0.676937	-0.813312
-0.682375	-0.676937	-0.813312
-0.713250	-0.676375	-0.786500
-0.713250	-0.676375	-0.786500
-0.713250	-0.676375	-0.786500
-0.713187	-0.686500	-0.766875
-0.713187	-0.686500	-0.766875
-0.713187	-0.686500	-0.766875
-0.882938	-0.726938	-0.763000
-0.882938	-0.726938	-0.763000
-0.882938	-0.726938	-0.763000
-0.963250	-0.791000	-0.766437
-0.963250	-0.791000	-0.766437
-0.963250	-0.791000	-0.766437
-0.912625	-0.837000	-0.771625
-0.912625	-0.837000	-0.771625
-0.912625	-0.837000	-0.771625
-0.890375	-0.872437	-0.775125
-0.890375	-0.872437	-0.775125
-0.890375	-0.872437	-0.775125
-1.038563	-0.937500	-0.795063
-1.038563	-0.937500	-0.795063
-1.038563	-0.937500	-0.795063
-0.882313	-0.937375	-0.810000
-0.882313	-0.937375	-0.810000
